id,surface,status,requirement,desired_reference,evidence,legacy,react,tests
T311,fleet,partial,"Fleet tree model badge shows the RUNNING model — observed truth seeded at launch/attach, never null on a live agent, cleared on kill",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Company/family/version mapper and actual badge mounting survive. Paired model fixture checks and AgentTree SSR/component tests prove representative IDs. Each target-specific difference/residue is refined below. Shared daemon observer/epoch path still supplies current model. React mergeAgentChrome fills every omitted model from previous row even after provider change or stopped state; modelMatchesCompany prevents foreign-company letters but does not distinguish a same-company session/model replacement.,web/scripts/model_prefix.js:247; web/index.html:6668,ui/src/plan/modelPrefix.ts:100; ui/src/components/AgentTree.tsx:48; ui/src/plan/companyMark.tsx:6; ui/src/plan/modelPrefix.ts:146; internal/server/chat.go:974,"GATE parity-fleet-probe-v2 exit=0 GREEN id=e2e94019; differential source-helper/SSR assertions, not a live journey.; AgentTree.badge.test.tsx and plan/modelPrefix.test.ts ran under a184aa3b."
T312,fleet,code_supported,Fleet model badge condenses Fable (claude-fable-5) to F5 like Opus O5 / Sonnet S…,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Company/family/version mapper and actual badge mounting survive. Paired model fixture checks and AgentTree SSR/component tests prove representative IDs. Each target-specific difference/residue is refined below.,web/scripts/model_prefix.js:247; web/index.html:6668,ui/src/plan/modelPrefix.ts:100; ui/src/components/AgentTree.tsx:48; ui/src/plan/companyMark.tsx:6,"GATE parity-fleet-probe-v2 exit=0 GREEN id=e2e94019; differential source-helper/SSR assertions, not a live journey.; AgentTree.badge.test.tsx and plan/modelPrefix.test.ts ran under a184aa3b."
T323,fleet,code_supported,Fleet model badge matches current provider after migrate and never mixes stale model with a new company mark,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Company/family/version mapper and actual badge mounting survive. Paired model fixture checks and AgentTree SSR/component tests prove representative IDs. Each target-specific difference/residue is refined below. Company compatibility guard suppresses stale foreign model version on provider change, but cached model is still retained internally; safe visual behavior for tested foreign-company cases.",web/scripts/model_prefix.js:247; web/index.html:6668,ui/src/plan/modelPrefix.ts:100; ui/src/components/AgentTree.tsx:48; ui/src/plan/companyMark.tsx:6,"GATE parity-fleet-probe-v2 exit=0 GREEN id=e2e94019; differential source-helper/SSR assertions, not a live journey.; AgentTree.badge.test.tsx and plan/modelPrefix.test.ts ran under a184aa3b."
T331,frontier,uncertain,Frontier table: hierarchical target ids fit without ellipsis; id↔name and status↔fanout gaps are tight (no wasted chrome space),Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Copied final content-sized table CSS and td structure support the T340 intent, which supersedes earlier T177/T331 fixed-width recipes. This sub-audit did not measure real text gutters, clipping, overflow or hierarchy-ID visibility. A CSS/source check cannot decide these properties.",web/index.html:1080; web/index.html:1122,ui/src/cockpit.css:1107; ui/src/components/FrontierTable.tsx:181,
T332,frontier,uncertain,Frontier table column gutters are roughly even — hierarchical ids fit without a 50px id↔name chasm or vanished status↔fanout gap,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Copied final content-sized table CSS and td structure support the T340 intent, which supersedes earlier T177/T331 fixed-width recipes. This sub-audit did not measure real text gutters, clipping, overflow or hierarchy-ID visibility. A CSS/source check cannot decide these properties.",web/index.html:1080; web/index.html:1122,ui/src/cockpit.css:1107; ui/src/components/FrontierTable.tsx:181,
T340,frontier,uncertain,Frontier table shows full hierarchical ids and even inter-column text gutters (T332 residual failure),Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Copied final content-sized table CSS and td structure support the T340 intent, which supersedes earlier T177/T331 fixed-width recipes. This sub-audit did not measure real text gutters, clipping, overflow or hierarchy-ID visibility. A CSS/source check cannot decide these properties.",web/index.html:1080; web/index.html:1122,ui/src/cockpit.css:1107; ui/src/components/FrontierTable.tsx:181,
T348,fleet,code_supported,Claude fleet badges always show condensed version subscript when model is known — not bare company mark,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Company/family/version mapper and actual badge mounting survive. Paired model fixture checks and AgentTree SSR/component tests prove representative IDs. Each target-specific difference/residue is refined below.,web/scripts/model_prefix.js:247; web/index.html:6668,ui/src/plan/modelPrefix.ts:100; ui/src/components/AgentTree.tsx:48; ui/src/plan/companyMark.tsx:6,"GATE parity-fleet-probe-v2 exit=0 GREEN id=e2e94019; differential source-helper/SSR assertions, not a live journey.; AgentTree.badge.test.tsx and plan/modelPrefix.test.ts ran under a184aa3b."
T383,fleet,partial,Fleet tree selection is sticky — a background refresh never moves the owner's selection,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Selection is URL agent identity, independent of row ordering, so routine refetch should not move it. No effect clears selection when selected agent disappears, violating the explicit deletion case; transcript can remain bound to removed name.",web/scripts/fleet_selection.js:1; web/index.html:6556,ui/src/App.tsx:91; ui/src/App.tsx:330,"GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. Named T383 test only checks mergeAgentChrome provider persistence, not selection/deletion."
T390,ticker,changed,"The owner can see plan usage in the cockpit — percent remaining and next rollover, per backend",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Remaining bars/icons, all publishing providers, unavailable reasons on hover, rollover values and stale group styling survive. React intentionally improves hover into a comparison table/local time (T588/T611) and uses authoritative band (T610). Original always-visible percent/word requirement is unmet by BOTH final old and React compact bars; adjudicate supersession rather than call it a React-only loss.",web/scripts/plan_usage.js:796; web/index.html:7010,ui/src/components/PlanUsageBar.tsx:29; ui/src/plan/tipTable.tsx:149,"GATE parity-fleet-frontier-existing exit=0 GREEN id=a184aa3b; 106 tests passed, 15 skipped. Only the specifically named property below is cited, not all acceptance. Plan helper/time/group fixtures pass; selected suite did not run plan-ticker family."
T390.1.3,ticker,code_supported,"Exhausted Claude plan-usage still paints the boxed pair, not a collapsed icon",Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,Numeric zero windows remain present and HTTP429-unavailable becomes boxed zero session/weekly pair. Actual component always paints box for windows; helper tests cover exhausted groups. Real side-by-side exhaustion render remains unverified.,web/scripts/plan_usage.js:796,ui/src/plan/tickerGroups.ts:90; ui/src/components/PlanUsageBar.tsx:82,tickerGroups.test.ts ran under a184aa3b.
T390.1.6,ticker,changed,Plan-usage transition points are a server-owned static feed; ticker and switch policy both consume them,Frozen legacy MAIN behavior plus current owner decisions and explicit target supersessions. Sidebar uses the same main-derived component and interaction contract; old sidebar peculiarities are excluded.,"Threshold document is queried once and applied; newer T610 prefers daemon-served band over client recomputation. React fallback constants remain for older payloads; this is not literal no-copied-constants compliance, nor did legacy entirely avoid defaults. Dynamic thresholds fetch failure and asynchronous repaint need lifecycle assertion.",web/index.html:7053; web/scripts/plan_usage.js:118,ui/src/components/PlanUsageBar.tsx:24; ui/src/plan/pace.ts:115; ui/src/plan/pace.ts:341,plan/t610_served_band.test.ts fresh under a184aa3b verifies authoritative-band behavior and unknown bands.
